year,table_code,filename,relative_path,size_bytes,hints,preview
2024,2-11,2-11_商品房销售面积.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-11_商品房销售面积.xlsx,36348,,2-11商品房销售面积 | Sales Area of Commercial Residential Building | 单位：万平方米 | (10 000 sq.m) | 城 市 | City | 商品房销售面积 | 待售面积 Area for Sale | Sales Area of Commercial Residential Building | 住宅 Residential Buildings | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City
2024,2-12,2-12_对外经济贸易(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-12_对外经济贸易(全市).xlsx,30647,foreign_trade_fdi,2-12对外经济贸易(全市) | Foreign Trade and Economic Cooperation (Total City) | 单位：万元 | (10 000 yuan) | 城 市 | City | 货物进口额 Import Volume of Goods | 货物出口额 Export Volume of Goods | 北京市 | Beijing | 304662637 | 60000516 | 天津市 | Tianjin | 43772059 | 36313836 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 4667222 | 7741396 | 唐山市 | Tangshan | 10649968 | 5802104
2024,2-13,2-13_规模以上工业营业收入及增速.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-13_规模以上工业营业收入及增速.xlsx,36049,employment_wage|industrial_output,2-13规模以上工业营业收入及增速 | Industrial Operating Receipt and Its Growth Rate Above Designated Size | 城 市 | City | 规模以上工业营业收入(万元) Industrial Operating Receipt Above Designated Size(10 000 yuan) | 规模以上工业营业收入增速(%) Growth Rate of Industrial Operating Receipt Above Designated Size(%) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 289506253 | 289506253 | 天津市 | Tianjin | 243543545 | 243543545 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 62334237 | 34436775 | 0.9 | -0.9 | 唐山市 | Tangshan | 142344534 | 81221960 | 0.3 | 3.3
2024,2-14,2-14_规模以上工业企业资产及利润状况.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-14_规模以上工业企业资产及利润状况.xlsx,38284,industrial_output,2-14规模以上工业企业资产及利润状况 | Assets and Profits of Industrial Enterprises above Designated Size | 单位：万元 | (10 000 yuan) | 城 市 | City | 规模以上工业资产总计 Total Industrial Assets Above Designated Size | 规模以上工业利润总额 Total ProfitsAssets Above Designated Size | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 729939536 | 729939536 | 16840812 | 16840812
2024,2-15,2-15_规模以上服务业营业收入及增速.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-15_规模以上服务业营业收入及增速.xlsx,35917,employment_wage,2-15规模以上服务业营业收入及增速 | Operating Receipt of the Service Industry and Its Growth | Rate Above the Designated Size | 城 市 | City | 规模以上服务业营业收入(万元) Operating Receipt of the Service Industry Above the Designated Size (10 000 yuan) | 规模以上服务业营业收入增速(%) Growth Rate of the Service Industry Operating Receipt Above Designated Size (%) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 1732020894 | 1732020894 | 2.0 | 2.0 | 天津市 | Tianjin | 109287611 | 109287611 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 17856406 | 15767079 | 4.4 | 3.2 | 唐山市 | Tangshan | 10204591 | 8962566 | 0.3 | 1.7
2024,2-16,2-16_社会消费品零售总额及批发零售贸易业情况.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-16_社会消费品零售总额及批发零售贸易业情况.xlsx,45367,,2-16社会消费品零售总额及批发零售贸易业情况 | Total Retail Sales of Consumer Goods and Basic Conditions of | Wholesale and Retail Trades | 单位：万元 | (10 000 yuan) | 城 市 | City | 社会消费品零售总额 Total Retail Sales of Consumer Goods | 限额以上单位商品 零售额 Total Sales of Commodities of Enterprises above Designated Size | 限额以上批发零售业 商品销售总额 Total Sales of Commodities of Enterprises above Designated Size in Wholesale and Retail Trades | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 144626607 | 144626607 | 96636951 | 96636951 | 906022993 | 906022993
2024,2-17,2-17_科技创新情况(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-17_科技创新情况(全市).xlsx,29406,,2-17科技创新情况(全市) | Scientific and Technological Innovation (Total City) | 单位：件 | (piece) | 城 市 | City | 专利授权数 Number of Patent Authorizations | 发明 Invention | 北京市 | Beijing | 193973 | 107875
2024,2-18,2-18_高新技术企业数和技术合同成交额.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-18_高新技术企业数和技术合同成交额.xlsx,35710,,2-18高新技术企业数和技术合同成交额 | The Number of High-tech Enterprises and Technical Contract Turnover | 城 市 | City | 高新技术企业数(国家级)(个) The Number of High-tech Enterprises(national level)(unit) | 技术合同成交额(万元) Technical Contract Turnover (10 000 yuan) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 28330 | 28330 | 85369393 | 85369393 | 天津市 | Tianjin | 11589 | 11589 | 19573777 | 19573777 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 3572 | 2801 | 2050000 | 1995098 | 唐山市 | Tangshan | 1720 | 1141 | 2411146 | 867983
2024,2-19,2-19_学生数（一）.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-19_学生数（一）.xlsx,32272,education,2-19学生数(一) | Number of students( I) | 单位：人 | (person) | 城 市 | City | 普通、职业本专科 Undergraduate in Regular &Vocational HEIs | 中等职业教育学校 Vocational Secondary Schools | 全市 Total City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 618348 | 58509 | 58509
2024,2-1,2-1_人口数.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-1_人口数.xlsx,32045,population,2-1人口数 | Permanent Resident Population | 城 市 | City | 常住人口（万人） Permanent Resident Population (10 000 persons) | 常住人口城镇化率(%) Urbanization Rate of Permanent Resident Population(%) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 北京市 | Beijing | 2186 | 2186 | 87.83 | 天津市 | Tianjin | 1364 | 1364 | 85.49 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 1123 | 578 | 72.28
2024,2-20,2-20_学生数（二）.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-20_学生数（二）.xlsx,30043,education,2-20学生数（二） | Number of students （ 口） | 单位：万人 | （10 000 persons） | 城 市 | City | 普通高中 Ordinary high school | 初中阶段 Junior Middle School Stage | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 22 | 22 | 37 | 37
2024,2-21,2-21_学生数（三）.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-21_学生数（三）.xlsx,34517,education,2-21学生数(三) | Number of Students (HI) | 城 市 | City | 小学阶段(万人) Elementary School Stage(10 000 persons) | 学前教育(人) Preschool Education(person) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 116 | 116 | 515267 | 515267 | 天津市 | Tianjin | 82 | 82 | 290052 | 290052 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 97 | 51 | 302947 | 159371 | 唐山市 | Tangshan | 56 | 26 | 189499 | 92478
2024,2-22,2-22_文化体育设施.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-22_文化体育设施.xlsx,32184,,2-22文化体育设施 | Cultural and Sports Facilities | 城 市 | City | 公共图书馆图书藏量 (万册) Collections of Public Libraries (10 000 copies) | 博物馆数 (个) Number of Museums (unit) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 8099 | 8099 | 226 | 226 | 天津市 | Tianjin | 2445 | 2445 | 53 | 53 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 855 | 667 | 65 | 50 | 唐山市 | Tangshan | 1072 | 622 | 17 | 9
2024,2-23,2-23_医院、床位和医生数.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-23_医院、床位和医生数.xlsx,40627,,"2-23医院、床位和医生数 | Number of Hospitals, Beds and Doctors | 城 市 | City | 医院数 (个) Number of Hospitals (unit) | 医院床位数 (张) Number of Beds of Hospitals (bed) | 执业(助理)医师数 (人) Number of Licensed (Assistant) Doctors (person) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 765 | 765 | 130831 | 130831 | 133685 | 133685 | 天津市 | Tianjin | 459 | 459 | 66704 | 66704 | 56473 | 56473 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 342 | 177 | 64563 | 40895 | 48765 | 31182 | 唐山市 | Tangshan | 275 | 151 | 48076 | 28979 | 31188 | 17460"
2024,2-24,2-24_社会保障主要指标(一).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-24_社会保障主要指标(一).xlsx,43800,,2-24社会保障主要指标(一) | Main Indicators of Social Security ( I) | 单位：人 | (person) | 城 市 | City | 城镇职工基本养老 保险参保人数 Number of Employees Joining Urban Basic Pension Insurance | 职工基本医疗保险参保人数 Number of Employees Joining Basic Medical Care System | 失业保险参保人数 Persons Covered of Unemployment Insurance | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 18015000 | 18015000 | 15047000 | 15047000 | 14184000 | 14184000 | 天津市 | Tianjin | 8262100 | 8262100 | 6591800 | 6591800 | 4035900 | 4035900 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 3063113 | 2421578 | 2045869 | 1623776 | 1605742 | 1344254
2024,2-25,2-25_社会保障主要指标(二).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-25_社会保障主要指标(二).xlsx,43869,,2-25社会保障主要指标(二) | Main Indicators of Social Security( H ) | 城 市 | City | 提供住宿的 民政机构数 (个) Number of Civil Affairs Institutions with Accommodation (unit) | 提供住宿的 民政机构床位数 (张) Number of Beds in Civil Affairs Institutions with Accommodation (bed) | 养老机构数 (个) Number of Institutions for the Aged (unit) | 养老机构床位数 (张) Number of Beds in Institutions for the Aged (bed) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 628 | 628 | 581 | 581 | 118537 | 118537 | 110034 | 110034 | 天津市 | Tianjin | 468 | 468 | 438 | 438 | 60639 | 60639 | 58967 | 58967 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 267 | 117 | 262 | 117 | 34625 | 18059 | 34314 | 17738
2024,2-26,2-26_市政公用事业.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-26_市政公用事业.xlsx,35425,,2-26市政公用事业 | Municipal Public Utilities | 城 市 | City | 年末实有城市 道路面积 （万平方米） Area of Urban Paved Roads at Year-end （10 000 sq.m） | 排水管道长度 （公里） Length of Urban Sewage Pipes （km） | 境内公路总里程（公里） Total Mileage of Domestic Roads （km） | 高速公路里程 （公里） The Mileage of Expressway （km） | 市辖区 Districts under City | 市辖区 Districts under City | 全市 Total City | 全市 Total City | 北京市 | Beijing | 17037 | 20585 | 22433 | 1211 | 天津市 | Tianjin | 19130 | 25252 | 15221 | 1358 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 3528 | 21376 | 915
2024,2-27,2-27_城市交通状况.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-27_城市交通状况.xlsx,35909,,"2-27城市交通状况 | Urban Traffic Condition | 注：本表中“年末实有巡游出租汽车营运车数""与""年末实有出租汽车营运车数” 口径一致。 | 城 市 | City | 城市公共交通客运总量 (万人次) Total Urban Public Transport Passenger Traffic (10 000 persons) | 客运量(公路+水路) (万人次) Passenger Volume (Highway + Waterway) (10 000 persons) | 货运量(公路+水路) (万吨) Volume of Freight Traffic (Highway + Waterway) (10 000 tons) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 全市 Total City | 北京市 | Beijing | 554030 | 554030 | 25720 | 19399 | 天津市 | Tianjin | 104147 | 104147 | 8056 | 44400 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 40348 | 21742 | 1570 | 55168"
2024,2-28,2-28_邮政、电信业发展情况(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-28_邮政、电信业发展情况(全市).xlsx,32611,employment_wage|telecom,2-28邮政、电信业发展情况(全市) | Development of Postal and Telecommunications Industry (Total City) | 城 市 | City | 邮政行业业务收入 (万元) Revenue from Postal Services (10 000 yuan) | 电信业务收入 (万元) Revenue from Telecommunication Services (10 000 yuan) | 移动电话 年末用户数 (万户) Number of Subscribers of Mobile Telephones at Year-end (10 000 households) | 北京市 | Beijing | 3917213 | 7521609 | 4021 | 天津市 | Tianjin | 1863854 | 1715705 | 1908 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 1225910 | 1133598 | 1493 | 唐山市 | Tangshan | 331378 | 645454 | 966 | 秦皇岛市 | Qinhuangdao | 130300 | 252120 | 386
2024,2-29,2-29_用电量情况(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-29_用电量情况(全市).xlsx,33696,,2-29用电量情况(全市) | Electricity Consumption(Total City) | 单位：万千瓦时 | (10 000 kW h) | 城 市 | City | 全社会用电量 Total Electricity Consumption | 工业用电 Industrial Electricity | 居民生活用电 Household electricity | 北京市 | Beijing | 13577778 | 2752332 | 3345760 | 天津市 | Tianjin | 10509342 | 6270972 | 1630456
2024,2-2,2-2_水资源总量和用水总量.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-2_水资源总量和用水总量.xlsx,28966,,2-2水资源总量和用水总量 | Total Water Resources and Consumption | 单位：亿立方米 | (108cu.m) | 城 市 | City | 水资源总量 Total Water Resources | 用水总量 Total Water Consumption | 全市 Total City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 42 | 41 | 41
2024,2-30,2-30_天然气供应及利用情况(市辖区).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-30_天然气供应及利用情况(市辖区).xlsx,29228,,2-30天然气供应及利用情况(市辖区) | Supply and Consumption of Natural Gas (Districts under City) | 单位：万立方米 | (10 000 cubic meters) | 城 市 | City | 天然气供气总量 Total Natural Gas Supply | 居民家庭用量 Consumptionof Gas for Residential Use | 北京市 | Beijing | 2011672 | 198310 | 天津市 | Tianjin | 675018 | 116332 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 103526 | 49743
2024,2-3,2-3_工业颗粒物排放量和二氧化硫及氮氧化物排放量(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-3_工业颗粒物排放量和二氧化硫及氮氧化物排放量(全市).xlsx,31876,,"2-3工业颗粒物排放量和二氧化硫及氮氧化物排放量(全市) | Industrial Particulate Emission, Industry Sulphur Dioxide Produced and Industry | Nitrogen Dioxide Emission(Total City) | 单位：吨 | (ton) | 城 市 | City | 工业颗粒物排放量 Volume of Industrial Particulate Emission | 工业二氧化硫排放量 Volume of Sulphur Dioxide Emission | 工业氮氧化物排放量 Volume of Nitrogen Dioxide Emission | 北京市 | Beijing | 1633 | 896 | 9428"
2024,2-4,2-4_工业化学需氧量和氨氮排放量(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-4_工业化学需氧量和氨氮排放量(全市).xlsx,27853,,2-4工业化学需氧量和氨氮排放量(全市) | Emission of Industrial COD and Ammonia Nitrogen(Total City) | 单位：吨 | (ton) | 城 市 | City | 工业化学需氧量排放量 Volume of Industrial COD Emission | 工业氨氮排放量 Volume of Industrial Ammonia Nitrogen Emission | 北京市 | Beijing | 1360 | 26 | 天津市 | Tianjin | 1714 | 30
2024,2-5,2-5_空气质量状况和污水及生活垃圾处理率(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-5_空气质量状况和污水及生活垃圾处理率(全市).xlsx,32169,,"2-5空气质量状况和污水及生活垃圾处理率(全市) | Air Quality Condition, Ratio of Waste Water and | Consumption (Total City) | 城 市 | City | 细颗粒物年平均浓度 (微克/立方米) Annual Mean Concentration ofPM25 (ug/m3) | 空气质量优良 天数比例 (%) Proportion of Days with Good Air Quality (%) | 污水处理厂 集中处理率 (%) Ratio of Waste Water Centralized Treated of Sewage Work(%) | 生活垃圾 无害化处理率 (%) Rate of Domestic Garbage Harmless Treatment (%) | 北京市 | Beijing | 32 | 74.20 | 97.30 | 100.00 | 天津市 | Tianjin | 41 | 66.80 | 98.20 | 100.00 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 44 | 62.00 | 99.80 | 100.00 | 唐山市 | Tangshan | 40 | 68.22 | 99.37 | 100.00 | 秦皇岛市 | Qinhuangdao | 31 | 80.80 | 97.59 | 100.00"
2024,2-6,2-6_地区生产总值.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-6_地区生产总值.xlsx,40416,gdp,2-6地区生产总值 | Gross Regional Product | 城 市 | City | 地区生产总值（当年价格） （亿元） Gross Regional Product （Current Prices） （100 000 000 yuan） | 人均地区生产总值 (元) Per Capita GRP (yuan) | 地区生产总值增长率 (%) GRP Growth Rate (%) | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 43761 | 43761 | 200278 | 200278 | 5.20 | 5.20 | 天津市 | Tianjin | 16737 | 16737 | 122752 | 122752 | 4.27 | 4.27 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 7534 | 4710 | 67099 | 81615 | 6.10 | 6.40 | 唐山市 | Tangshan | 9133 | 5301 | 118418 | 139772 | 5.85 | 6.20
2024,2-7,2-7_地区生产总值构成.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-7_地区生产总值构成.xlsx,41319,gdp|gdp_composition,2-7地区生产总值构成 | Composition of Gross Regional Product | 单位：% | 城 市 | City | 第一产业占 地区生产总值的比重 Primary Industry as Percentage to GRP | 第二产业占 地区生产总值的比重 Secondary Industry as Percentage to GRP | 第三产业占 地区生产总值的比重 Tertiary Industry as Percentage to GRP | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 全市 Total City | 市辖区 Districts under City | 北京市 | Beijing | 0.24 | 0.24 | 14.91 | 14.91 | 84.85 | 84.85 | 天津市 | Tianjin | 1.60 | 1.60 | 35.74 | 35.74 | 62.65 | 62.65 | 河北省 | Hebei | 石家庄市 | Shijiazhuang | 7.66 | 1.83 | 30.65 | 28.82 | 61.69 | 69.35
2024,2-8,2-8_地方一般公共预算收支状况(全市).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-8_地方一般公共预算收支状况(全市).xlsx,38134,employment_wage|education,2-8地方一般公共预算收支状况(全市) | Local General Public Budget Revenue and Expenditure (Total City) | 单位：万元 | (10 000 yuan) | 城 市 | City | 地方本级一般 公共预算收入 Local General Public Budget Revenue | 地方一般公共 预算支出 Local General Public Budget Expenditure | 科学技术支出 Expenditure for Science and Technology | 教育支出 Expenditure for Education | 北京市 | Beijing | 61810970 | 79716333 | 5219079 | 12279032
2024,2-9,2-9_地方一般公共预算收支状况(市辖区).xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\2、地级以上城市统计资料\2-9_地方一般公共预算收支状况(市辖区).xlsx,37599,employment_wage|education,2-9地方一般公共预算收支状况(市辖区) | Local General Public Budget Revenue and Expenditure (Districts under City) | 单位：万元 | (10 000 yuan) | 城 市 | City | 地方本级一般 公共预算收入 Local General Public Budget Revenue | 地方一般公共 预算支出 Local General Public Budget Expenditure | 科学技术支出 Expenditure for Science and Technology | 教育支出 Expenditure for Education | 北京市 | Beijing | 61810970 | 79716333 | 5219079 | 12279032
2024,3-1,3-1_人口状况.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-1_人口状况.xlsx,28776,population,3-1人口状况 | Population | 单位：万人 | 城市 | City | 年末户籍人口 Household Registered Population at Year-end | 河北省 | Hebei | 辛集市 | Xinji | 62 | 晋州市 | Jinzhou | 57 | 新乐市 | Xinle | 52 | 遵化市 | Zunhua | 74 | 迁安市 | Qian'an | 77
2024,3-2,3-2_行政区域土地面积.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-2_行政区域土地面积.xlsx,29891,,3-2行政区域土地面积 | Total Land Area of Administrative region | 单位：平方公里                                                                             (sq.km) | 城 市 | City | 行政区域土地面积 Total Land Area of Administrative region | 河北省 | Hebei | 辛集市 | Xinji | 951 | 晋州市 | Jinzhou | 619 | 新乐市 | Xinle | 525 | 遵化市 | Zunhua | 1514
2024,3-3,3-3_地区生产总值.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-3_地区生产总值.xlsx,46662,gdp|gdp_composition,3-3地区生产总值 | Gross Regional Product | 单位：万元 | (10 000 yuan) | 城 市 | City | 地区生产总值 Gross Regional Product | 第一产业增加值 Value-added of the Primary Industry | 第二产业增加值 Value-added of the Secondary Industry | 第三产业增加值 Value-added of the Tertiary Industry | 河北省 | Hebei | 辛集市 | Xinji | 4220352 | 567752 | 2308271 | 1344329 | 晋州市 | Jinzhou | 2045146 | 470668 | 526542 | 1047936
2024,3-4,3-4_公共财政收支.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-4_公共财政收支.xlsx,36371,employment_wage,3-4公共财政收支 | Public Finance Income and Expenditure | 单位：万元 | 城市 | City | 一般公共 预算收入 General Public Budget Revenue | 一般公共 预算支出 General Public Budget Expenditure | 河北省 | Hebei | 辛集市 | Xinji | 301990 | 748471 | 晋州市 | Jinzhou | 147113 | 369083 | 新乐市 | Xinle | 144764 | 334495 | 遵化市 | Zunhua | 200122 | 562447
2024,3-5,3-5_年末金融机构存贷款余额.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-5_年末金融机构存贷款余额.xlsx,36873,,3-5年末金融机构存贷款余额 | Deposits and Loans of National Banking System at Year-end | 单位：万元                                                                                        (10 000 yuan) | 城 市 | City | 住户储蓄 存款余额 Household Saving Deposits | 年末金融机构 各项贷款余额 Loans of Financial Institutions at Year-end | 河北省 | Hebei | 辛集市 | Xinji | 4396879 | 晋州市 | Jinzhou | 新乐市 | Xinle | 遵化市 | Zunhua | 7417121 | 4730605
2024,3-6,3-6_规模以上工业企业情况.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-6_规模以上工业企业情况.xlsx,29188,industrial_output,3-6规模以上工业企业情况 | Basic Conditions of Industrial Enterprises above Designated Size | 单位：个 | (unit) | 城市 | City | 规模以上工业 企业单位数 Number of Industrial Enterprises above Designated Size | 河北省 | Hebei | 辛集市 | Xinji | 282 | 晋州市 | Jinzhou | 251 | 新乐市 | Xinle | 148
2024,3-7,3-7_在校学生数.xlsx,2024\extracted_2024_中国城市统计年鉴2024【excel】\3、县级城市统计资料\3-7_在校学生数.xlsx,35179,education,3-7在校学生数 | Number of Students Enrollment | 单位:人 | 城市 | City | 普通中学 在校学生数 Total Enrollment of Regular Secondary Schools | 普通小学 在校学生数 Total Enrollment of Primary Schools | 河北省 | Hebei | 辛集市 | Xinji | 35914 | 44353 | 晋州市 | Jinzhou | 28097 | 44386 | 新乐市 | Xinle | 38906 | 42199 | 遵化市 | Zunhua | 52621 | 56499 | 迁安市 | Qian'an | 52254 | 75398
