申请号,申请年份,公开公告年份,授权公告年份,申请人,申请人类型,申请人地址,申请人国家,申请人省份,申请人城市,申请人区县,专利名称,专利类型,IPC分类号,IPC主分类号,摘要文本
CN202100000372,2021,2021,2021,Jiaxing智造科技有限公司,2,ZhejiangJiaxing高新区,CN,Zhejiang,Jiaxing,,2021年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202100000373,2021,2021,2021,Shaoxing智造科技有限公司,2,ZhejiangShaoxing高新区,CN,Zhejiang,Shaoxing,,2021年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202100000374,2021,2021,2021,Yantai智造科技有限公司,2,ShandongYantai高新区,CN,Shandong,Yantai,,2021年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202100000375,2021,2021,2021,Weifang智造科技有限公司,2,ShandongWeifang高新区,CN,Shandong,Weifang,,2021年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202100000376,2021,2021,2021,Zibo智造科技有限公司,2,ShandongZibo高新区,CN,Shandong,Zibo,,2021年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202100000377,2021,2021,2021,Luoyang智造科技有限公司,2,HenanLuoyang高新区,CN,Henan,Luoyang,,2021年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202100000378,2021,2021,2021,Xuzhou智造科技有限公司,2,JiangsuXuzhou高新区,CN,Jiangsu,Xuzhou,,2021年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202100000379,2021,2021,2021,Nantong智造科技有限公司,2,JiangsuNantong高新区,CN,Jiangsu,Nantong,,2021年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202100000380,2021,2021,2021,Yangzhou智造科技有限公司,2,JiangsuYangzhou高新区,CN,Jiangsu,Yangzhou,,2021年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202100000381,2021,2021,2021,Zhenjiang智造科技有限公司,2,JiangsuZhenjiang高新区,CN,Jiangsu,Zhenjiang,,2021年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202100000382,2021,2021,2021,Huzhou智造科技有限公司,2,ZhejiangHuzhou高新区,CN,Zhejiang,Huzhou,,2021年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202100000383,2021,2021,2021,Jinhua智造科技有限公司,2,ZhejiangJinhua高新区,CN,Zhejiang,Jinhua,,2021年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202100000384,2021,2021,2021,Taizhou智造科技有限公司,2,ZhejiangTaizhou高新区,CN,Zhejiang,Taizhou,,2021年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202100000385,2021,2021,2021,Quanzhou智造科技有限公司,2,FujianQuanzhou高新区,CN,Fujian,Quanzhou,,2021年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202100000386,2021,2021,2021,Zhongshan智造科技有限公司,2,GuangdongZhongshan高新区,CN,Guangdong,Zhongshan,,2021年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202100000387,2021,2021,2021,Huizhou智造科技有限公司,2,GuangdongHuizhou高新区,CN,Guangdong,Huizhou,,2021年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202100000388,2021,2021,2021,Jiangmen智造科技有限公司,2,GuangdongJiangmen高新区,CN,Guangdong,Jiangmen,,2021年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202100000389,2021,2021,2021,Zhaoqing智造科技有限公司,2,GuangdongZhaoqing高新区,CN,Guangdong,Zhaoqing,,2021年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202100000390,2021,2021,2021,Maanshan智造科技有限公司,2,AnhuiMaanshan高新区,CN,Anhui,Maanshan,,2021年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202100000391,2021,2021,2021,Wuhu智造科技有限公司,2,AnhuiWuhu高新区,CN,Anhui,Wuhu,,2021年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202100000392,2021,2021,2021,Bengbu智造科技有限公司,2,AnhuiBengbu高新区,CN,Anhui,Bengbu,,2021年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202200000393,2022,2022,2022,Beijing智造科技有限公司,2,BeijingBeijing高新区,CN,Beijing,Beijing,,2022年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202200000394,2022,2022,2022,Shanghai智造科技有限公司,2,ShanghaiShanghai高新区,CN,Shanghai,Shanghai,,2022年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202200000395,2022,2022,2022,Shenzhen智造科技有限公司,2,GuangdongShenzhen高新区,CN,Guangdong,Shenzhen,,2022年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202200000396,2022,2022,2022,Hangzhou智造科技有限公司,2,ZhejiangHangzhou高新区,CN,Zhejiang,Hangzhou,,2022年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202200000397,2022,2022,2022,Suzhou智造科技有限公司,2,JiangsuSuzhou高新区,CN,Jiangsu,Suzhou,,2022年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202200000398,2022,2022,2022,Nanjing智造科技有限公司,2,JiangsuNanjing高新区,CN,Jiangsu,Nanjing,,2022年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202200000399,2022,2022,2022,Wuhan智造科技有限公司,2,HubeiWuhan高新区,CN,Hubei,Wuhan,,2022年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202200000400,2022,2022,2022,Chengdu智造科技有限公司,2,SichuanChengdu高新区,CN,Sichuan,Chengdu,,2022年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202200000401,2022,2022,2022,Chongqing智造科技有限公司,2,ChongqingChongqing高新区,CN,Chongqing,Chongqing,,2022年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202200000402,2022,2022,2022,Xi'an智造科技有限公司,2,ShaanxiXi'an高新区,CN,Shaanxi,Xi'an,,2022年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202200000403,2022,2022,2022,Hefei智造科技有限公司,2,AnhuiHefei高新区,CN,Anhui,Hefei,,2022年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202200000404,2022,2022,2022,Jinan智造科技有限公司,2,ShandongJinan高新区,CN,Shandong,Jinan,,2022年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202200000405,2022,2022,2022,Qingdao智造科技有限公司,2,ShandongQingdao高新区,CN,Shandong,Qingdao,,2022年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202200000406,2022,2022,2022,Ningbo智造科技有限公司,2,ZhejiangNingbo高新区,CN,Zhejiang,Ningbo,,2022年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202200000407,2022,2022,2022,Wuxi智造科技有限公司,2,JiangsuWuxi高新区,CN,Jiangsu,Wuxi,,2022年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202200000408,2022,2022,2022,Changsha智造科技有限公司,2,HunanChangsha高新区,CN,Hunan,Changsha,,2022年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202200000409,2022,2022,2022,Zhengzhou智造科技有限公司,2,HenanZhengzhou高新区,CN,Henan,Zhengzhou,,2022年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202200000410,2022,2022,2022,Fuzhou智造科技有限公司,2,FujianFuzhou高新区,CN,Fujian,Fuzhou,,2022年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202200000411,2022,2022,2022,Xiamen智造科技有限公司,2,FujianXiamen高新区,CN,Fujian,Xiamen,,2022年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202200000412,2022,2022,2022,Kunming智造科技有限公司,2,YunnanKunming高新区,CN,Yunnan,Kunming,,2022年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202200000413,2022,2022,2022,Guiyang智造科技有限公司,2,GuizhouGuiyang高新区,CN,Guizhou,Guiyang,,2022年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202200000414,2022,2022,2022,Nanchang智造科技有限公司,2,JiangxiNanchang高新区,CN,Jiangxi,Nanchang,,2022年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202200000415,2022,2022,2022,Shijiazhuang智造科技有限公司,2,HebeiShijiazhuang高新区,CN,Hebei,Shijiazhuang,,2022年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202200000416,2022,2022,2022,Taiyuan智造科技有限公司,2,ShanxiTaiyuan高新区,CN,Shanxi,Taiyuan,,2022年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202200000417,2022,2022,2022,Hohhot智造科技有限公司,2,Inner MongoliaHohhot高新区,CN,Inner Mongolia,Hohhot,,2022年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202200000418,2022,2022,2022,Harbin智造科技有限公司,2,HeilongjiangHarbin高新区,CN,Heilongjiang,Harbin,,2022年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202200000419,2022,2022,2022,Changchun智造科技有限公司,2,JilinChangchun高新区,CN,Jilin,Changchun,,2022年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202200000420,2022,2022,2022,Dalian智造科技有限公司,2,LiaoningDalian高新区,CN,Liaoning,Dalian,,2022年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202200000421,2022,2022,2022,Shenyang智造科技有限公司,2,LiaoningShenyang高新区,CN,Liaoning,Shenyang,,2022年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202200000422,2022,2022,2022,Tianjin智造科技有限公司,2,TianjinTianjin高新区,CN,Tianjin,Tianjin,,2022年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202200000423,2022,2022,2022,Guangzhou智造科技有限公司,2,GuangdongGuangzhou高新区,CN,Guangdong,Guangzhou,,2022年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202200000424,2022,2022,2022,Dongguan智造科技有限公司,2,GuangdongDongguan高新区,CN,Guangdong,Dongguan,,2022年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202200000425,2022,2022,2022,Foshan智造科技有限公司,2,GuangdongFoshan高新区,CN,Guangdong,Foshan,,2022年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202200000426,2022,2022,2022,Zhuhai智造科技有限公司,2,GuangdongZhuhai高新区,CN,Guangdong,Zhuhai,,2022年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202200000427,2022,2022,2022,Wenzhou智造科技有限公司,2,ZhejiangWenzhou高新区,CN,Zhejiang,Wenzhou,,2022年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202200000428,2022,2022,2022,Jiaxing智造科技有限公司,2,ZhejiangJiaxing高新区,CN,Zhejiang,Jiaxing,,2022年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202200000429,2022,2022,2022,Shaoxing智造科技有限公司,2,ZhejiangShaoxing高新区,CN,Zhejiang,Shaoxing,,2022年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202200000430,2022,2022,2022,Yantai智造科技有限公司,2,ShandongYantai高新区,CN,Shandong,Yantai,,2022年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202200000431,2022,2022,2022,Weifang智造科技有限公司,2,ShandongWeifang高新区,CN,Shandong,Weifang,,2022年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202200000432,2022,2022,2022,Zibo智造科技有限公司,2,ShandongZibo高新区,CN,Shandong,Zibo,,2022年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202200000433,2022,2022,2022,Luoyang智造科技有限公司,2,HenanLuoyang高新区,CN,Henan,Luoyang,,2022年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202200000434,2022,2022,2022,Xuzhou智造科技有限公司,2,JiangsuXuzhou高新区,CN,Jiangsu,Xuzhou,,2022年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202200000435,2022,2022,2022,Nantong智造科技有限公司,2,JiangsuNantong高新区,CN,Jiangsu,Nantong,,2022年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202200000436,2022,2022,2022,Yangzhou智造科技有限公司,2,JiangsuYangzhou高新区,CN,Jiangsu,Yangzhou,,2022年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202200000437,2022,2022,2022,Zhenjiang智造科技有限公司,2,JiangsuZhenjiang高新区,CN,Jiangsu,Zhenjiang,,2022年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202200000438,2022,2022,2022,Huzhou智造科技有限公司,2,ZhejiangHuzhou高新区,CN,Zhejiang,Huzhou,,2022年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202200000439,2022,2022,2022,Jinhua智造科技有限公司,2,ZhejiangJinhua高新区,CN,Zhejiang,Jinhua,,2022年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202200000440,2022,2022,2022,Taizhou智造科技有限公司,2,ZhejiangTaizhou高新区,CN,Zhejiang,Taizhou,,2022年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202200000441,2022,2022,2022,Quanzhou智造科技有限公司,2,FujianQuanzhou高新区,CN,Fujian,Quanzhou,,2022年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202200000442,2022,2022,2022,Zhongshan智造科技有限公司,2,GuangdongZhongshan高新区,CN,Guangdong,Zhongshan,,2022年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
CN202200000443,2022,2022,2022,Huizhou智造科技有限公司,2,GuangdongHuizhou高新区,CN,Guangdong,Huizhou,,2022年数字孪生生产线仿真优化,发明,G06F30/20,G06F30/20,本发明涉及数字孪生生产线仿真优化，用于智能制造场景。
CN202200000444,2022,2022,2022,Jiangmen智造科技有限公司,2,GuangdongJiangmen高新区,CN,Guangdong,Jiangmen,,2022年智能质检良率分析系统,发明,G01N21/88,G01N21/88,本发明涉及智能质检良率分析系统，用于智能制造场景。
CN202200000445,2022,2022,2022,Zhaoqing智造科技有限公司,2,GuangdongZhaoqing高新区,CN,Guangdong,Zhaoqing,,2022年智能排产调度优化方法,发明,G06Q10/06,G06Q10/06,本发明涉及智能排产调度优化方法，用于智能制造场景。
CN202200000446,2022,2022,2022,Maanshan智造科技有限公司,2,AnhuiMaanshan高新区,CN,Anhui,Maanshan,,2022年化工过程参数闭环控制,发明,G05D1/02,G05D1/02,本发明涉及化工过程参数闭环控制，用于智能制造场景。
CN202200000447,2022,2022,2022,Wuhu智造科技有限公司,2,AnhuiWuhu高新区,CN,Anhui,Wuhu,,2022年智能仓储路径优化系统,发明,G06Q10/08,G06Q10/08,本发明涉及智能仓储路径优化系统，用于智能制造场景。
CN202200000448,2022,2022,2022,Bengbu智造科技有限公司,2,AnhuiBengbu高新区,CN,Anhui,Bengbu,,2022年工业互联网MES平台,发明,G06F8/30,G06F8/30,本发明涉及工业互联网MES平台，用于智能制造场景。
CN202300000449,2023,2023,2023,Beijing智造科技有限公司,2,BeijingBeijing高新区,CN,Beijing,Beijing,,2023年半导体晶圆量测方法,发明,H01L21/672,H01L21/672,本发明涉及半导体晶圆量测方法，用于智能制造场景。
CN202300000450,2023,2023,2023,Shanghai智造科技有限公司,2,ShanghaiShanghai高新区,CN,Shanghai,Shanghai,,2023年锂电池极片缺陷检测,发明,H01M10/058,H01M10/058,本发明涉及锂电池极片缺陷检测，用于智能制造场景。
CN202300000451,2023,2023,2023,Shenzhen智造科技有限公司,2,GuangdongShenzhen高新区,CN,Guangdong,Shenzhen,,2023年反应釜工艺参数优化,发明,C07C1/00,C07C1/00,本发明涉及反应釜工艺参数优化，用于智能制造场景。
CN202300000452,2023,2023,2023,Hangzhou智造科技有限公司,2,ZhejiangHangzhou高新区,CN,Zhejiang,Hangzhou,,2023年汽车整车机器视觉检测平台,发明,B60W30/00,B60W30/00,本发明涉及汽车整车机器视觉检测平台，用于智能制造场景。
CN202300000453,2023,2023,2023,Suzhou智造科技有限公司,2,JiangsuSuzhou高新区,CN,Jiangsu,Suzhou,,2023年船舶数字孪生智能制造系统,发明,B63B65/00,B63B65/00,本发明涉及船舶数字孪生智能制造系统，用于智能制造场景。
CN202300000454,2023,2023,2023,Nanjing智造科技有限公司,2,JiangsuNanjing高新区,CN,Jiangsu,Nanjing,,2023年制药智能质检包装线,发明,A61J1/00,A61J1/00,本发明涉及制药智能质检包装线，用于智能制造场景。
CN202300000455,2023,2023,2023,Wuhan智造科技有限公司,2,HubeiWuhan高新区,CN,Hubei,Wuhan,,2023年钢铁冶炼过程控制优化,发明,C21B7/00,C21B7/00,本发明涉及钢铁冶炼过程控制优化，用于智能制造场景。
CN202300000456,2023,2023,2023,Chengdu智造科技有限公司,2,SichuanChengdu高新区,CN,Sichuan,Chengdu,,2023年纺织智能排产调度系统,发明,D03D47/00,D03D47/00,本发明涉及纺织智能排产调度系统，用于智能制造场景。
CN202300000457,2023,2023,2023,Chongqing智造科技有限公司,2,ChongqingChongqing高新区,CN,Chongqing,Chongqing,,2023年食品灌装机器视觉检测,发明,A23L5/00,A23L5/00,本发明涉及食品灌装机器视觉检测，用于智能制造场景。
CN202300000458,2023,2023,2023,Xi'an智造科技有限公司,2,ShaanxiXi'an高新区,CN,Shaanxi,Xi'an,,2023年光伏组件机器视觉检测,发明,H02S50/00,H02S50/00,本发明涉及光伏组件机器视觉检测，用于智能制造场景。
CN202300000459,2023,2023,2023,Hefei智造科技有限公司,2,AnhuiHefei高新区,CN,Anhui,Hefei,,2023年包装机械工业机器人控制,发明,B65B57/20,B65B57/20,本发明涉及包装机械工业机器人控制，用于智能制造场景。
CN202300000460,2023,2023,2023,Jinan智造科技有限公司,2,ShandongJinan高新区,CN,Shandong,Jinan,,2023年电机预测性维护平台,发明,H02K11/00,H02K11/00,本发明涉及电机预测性维护平台，用于智能制造场景。
CN202300000461,2023,2023,2023,Qingdao智造科技有限公司,2,ShandongQingdao高新区,CN,Shandong,Qingdao,,2023年工程机械智能排产系统,发明,F15B11/00,F15B11/00,本发明涉及工程机械智能排产系统，用于智能制造场景。
CN202300000462,2023,2023,2023,Ningbo智造科技有限公司,2,ZhejiangNingbo高新区,CN,Zhejiang,Ningbo,,2023年机器视觉缺陷检测系统,发明,H01L21/66,H01L21/66,本发明涉及机器视觉缺陷检测系统，用于智能制造场景。
CN202300000463,2023,2023,2023,Wuxi智造科技有限公司,2,JiangsuWuxi高新区,CN,Jiangsu,Wuxi,,2023年工业机器人焊接产线控制,发明,B25J9/16,B25J9/16,本发明涉及工业机器人焊接产线控制，用于智能制造场景。
CN202300000464,2023,2023,2023,Changsha智造科技有限公司,2,HunanChangsha高新区,CN,Hunan,Changsha,,2023年预测性维护设备健康管理平台,发明,G05B19/418,G05B19/418,本发明涉及预测性维护设备健康管理平台，用于智能制造场景。
